geoid,geoName,year,sector,establishments,employment,wages,gdp
28000,Mississippi,2016,Construction,5829,47623,2235132186,4168900000
28000,Mississippi,2018,Construction,5777,43984,2212453361,4294300000
28000,Mississippi,2020,Construction,5854,43959,2362884335,3808000000
28000,Mississippi,2017,Financial Activities,7961,43885,2242886111,16893100000
28000,Mississippi,2020,Education and Health Services,9088,281342,12845372946,9647100000
28000,Mississippi,2019,Information,1141,11951,559861584,2515700000
28000,Mississippi,2016,Natural Resources and Mining,2256,16897,737063363,2455100000
28000,Mississippi,2018,Professional and Business Services,12369,113807,4906651096,8060300000
28000,Mississippi,2020,Financial Activities,8087,42800,2527993800,20083200000
28000,Mississippi,2017,Public Administration,1457,66799,2749239712,19221500000
28000,Mississippi,2017,Trade Transportation and Utilities,20141,237350,8494756371,22044400000
28000,Mississippi,2017,All Industries Total,73073,1128499,43772163354,109901000000
28000,Mississippi,2017,Construction,5687,46733,2236236502,4087000000
28000,Mississippi,2019,Construction,5787,44613,2270914959,4400600000
28000,Mississippi,2020,Information,1164,10818,553685871,2227200000
28000,Mississippi,2017,Manufacturing,2446,144496,6984794013,17432900000
28000,Mississippi,2016,Other Services,4842,21491,711784085,2552400000
28000,Mississippi,2018,Public Administration,1454,66397,2764430435,19701500000
28000,Mississippi,2020,Public Administration,1510,65950,2913370952,2616700000
28000,Mississippi,2020,All Industries Total,74436,1089821,47104046906,113845700000
34000,New Jersey,2019,All Industries Total,277044,4083014,275048000000,634784000000
34000,New Jersey,2019,Financial Activities,20069,244715,28654149512,135294000000
34000,New Jersey,2016,Information,3765,74848,7716653859,26756000000
34000,New Jersey,2018,Manufacturing,8976,245593,19668917822,53106400000
34000,New Jersey,2020,Manufacturing,8964,235850,20348354310,55977400000
34000,New Jersey,2017,Natural Resources and Mining,1018,12853,479135836,1300300000
34000,New Jersey,2017,Professional and Business Services,51029,666712,58878279749,96500500000
34000,New Jersey,2019,Professional and Business Services,52182,681199,63965760373,105269000000
34000,New Jersey,2020,All Industries Total,283230,3751355,277504428016,618579300000
34000,New Jersey,2016,Professional and Business Services,51867,660940,56476686094,91975200000
34000,New Jersey,2016,Public Administration,1940,200700,13823652877,61346100000
34000,New Jersey,2019,Construction,22640,162403,12101677398,24360100000
34000,New Jersey,2017,Information,3686,72483,7715370400,27702800000
34000,New Jersey,2016,Leisure and Hospitality,23397,370027,9103615184,18981400000
34000,New Jersey,2019,Manufacturing,8994,249464,20368334944,54403700000
34000,New Jersey,2017,Other Services,25924,137043,4810123857,11558000000
34000,New Jersey,2020,Professional and Business Services,53447,646844,66301660418,103451900000
09000,Connecticut,2016,Education and Health Services,13124,455016,25161195724,26790400000
09000,Connecticut,2018,Information,2433,34575,3606779134,14619300000
09000,Connecticut,2019,Information,2678,34285,3885190956,16143300000
09000,Connecticut,2016,Trade Transportation and Utilities,25438,308165,15449833207,39551900000
09000,Connecticut,2017,Trade Transportation and Utilities,25408,308049,15589523288,39719100000
09000,Connecticut,2016,Manufacturing,4477,156719,12458423732,27707800000
09000,Connecticut,2019,Other Services,18164,66580,2321811364,5645900000
09000,Connecticut,2017,Education and Health Services,13238,456412,25668895611,27460000000
09000,Connecticut,2018,Education and Health Services,13618,457110,26312931572,28545000000
09000,Connecticut,2017,Information,2277,34502,3353417346,13012000000
09000,Connecticut,2020,Information,3008,31755,4157597953,15480900000
12000,Florida,2019,All Industries Total,717855,8884066,459670000000,1106500000000
12000,Florida,2020,All Industries Total,746409,8447957,471967577793,1106035000000
12000,Florida,2019,Construction,74752,563552,29807930657,60532100000
12000,Florida,2017,Other Services,54950,274444,9706062450,25801200000
12000,Florida,2016,All Industries Total,658096,8309351,390833644456,938370300000
12000,Florida,2018,Financial Activities,73503,573810,43187985023,244110600000
12000,Florida,2020,Information,12682,131288,12211230679,42778900000
12000,Florida,2016,Leisure and Hospitality,54893,1190128,29247963284,57772300000
12000,Florida,2018,Natural Resources and Mining,5357,72515,2514733130,8027100000
12000,Florida,2017,Public Administration,4214,447282,25634878642,109813000000
12000,Florida,2016,Trade Transportation and Utilities,141456,1764663,74989937972,181306100000
12000,Florida,2017,All Industries Total,673499,8494623,411607000000,979465000000
12000,Florida,2018,All Industries Total,690555,8700654,435852946024,1050298000000
12000,Florida,2020,Construction,76347,562019,31422809606,62577200000
12000,Florida,2016,Natural Resources and Mining,5413,79202,2491228271,7420900000
12000,Florida,2016,Other Services,54065,273299,9303606067,25124100000
12000,Florida,2016,Construction,64616,478201,22658242222,45588900000
12000,Florida,2018,Construction,70862,541099,27750435569,57067200000
12000,Florida,2018,Education and Health Services,74154,1819364,92052037867,99459300000
12000,Florida,2020,Education and Health Services,85456,1808326,99505712208,101533200000
12000,Florida,2016,Manufacturing,20271,354863,20517247478,49320200000
12000,Florida,2018,Manufacturing,20548,371590,22942010823,56065400000
12000,Florida,2018,Other Services,55708,279822,10199583828,27685000000
12000,Florida,2020,Other Services,54892,255133,10513026680,27218800000
12000,Florida,2016,Public Administration,4283,443557,24672140572,106912600000
12000,Florida,2017,Financial Activities,71707,559699,40660459496,221103000000
12000,Florida,2019,Financial Activities,76740,589124,45332922638,256831000000
12000,Florida,2017,Natural Resources and Mining,5353,76862,2518882958,7440500000
12000,Florida,2019,Natural Resources and Mining,5372,71337,2542661842,7938600000
12000,Florida,2017,Trade Transportation and Utilities,140481,1791038,78546099138,188966000000
12000,Florida,2017,Education and Health Services,72320,1786717,88044080173,94253800000
12000,Florida,2017,Information,11006,139049,11133053627,43552600000
12000,Florida,2019,Information,11769,140012,12016493183,43694000000
12000,Florida,2017,Leisure and Hospitality,55561,1215060,30529917627,60121100000
24000,Maryland,2016,Education and Health Services,21740,631605,33743693817,34986100000
24000,Maryland,2018,Education and Health Services,22596,654850,36439869514,37760000000
24000,Maryland,2018,Information,2819,39868,3490444429,15740100000
24000,Maryland,2020,Information,2939,36474,3788757578,14591600000
24000,Maryland,2020,Leisure and Hospitality,14870,212654,5668454138,13805600000
24000,Maryland,2020,Manufacturing,4168,108500,9268718047,25077000000
24000,Maryland,2016,Public Administration,1108,242340,19222908780,77952200000
24000,Maryland,2016,Trade Transportation and Utilities,33763,474565,21398198927,51067800000
24000,Maryland,2017,Information,2801,41177,3432431127,17093400000
24000,Maryland,2017,Natural Resources and Mining,723,6432,273204112,1321000000
24000,Maryland,2019,Natural Resources and Mining,723,7194,321132667,1340400000
24000,Maryland,2019,Public Administration,1112,244525,21216176076,86721300000
24000,Maryland,2017,Financial Activities,15107,140446,12752190847,90255600000
24000,Maryland,2020,Education and Health Services,23234,619314,38051376153,36854300000
24000,Maryland,2016,Information,2766,41866,3459860830,16921400000
24000,Maryland,2019,Leisure and Hospitality,15090,284666,7106357447,16621500000
24000,Maryland,2018,Natural Resources and Mining,723,6447,277877050,1198500000
24000,Maryland,2020,Professional and Business Services,44245,448649,39834411241,59536300000
24000,Maryland,2020,Public Administration,1114,245463,22617617083,8844800000
51000,Virginia,2020,Public Administration,4283,257650,21343557551,13006900000
51000,Virginia,2019,All Industries Total,280067,3938841,237119000000,556905000000
51000,Virginia,2016,Financial Activities,21264,188448,14790815850,94800000000
51000,Virginia,2018,Financial Activities,21972,195857,16803420093,104763000000
51000,Virginia,2018,Leisure and Hospitality,20831,423819,8894458392,18023200000
51000,Virginia,2020,Leisure and Hospitality,21302,336750,7777891358,16251900000
51000,Virginia,2020,Natural Resources and Mining,2073,17603,856769255,3263200000
51000,Virginia,2018,Other Services,36353,147904,6337481167,13394000000
51000,Virginia,2020,Other Services,29661,123783,6278612810,9794600000
51000,Virginia,2017,Trade Transportation and Utilities,44177,692127,29906260854,68437300000
51000,Virginia,2017,Education and Health Services,43977,846785,40668038687,37720200000
51000,Virginia,2019,Education and Health Services,51242,875063,43820842853,40788900000
51000,Virginia,2017,Information,4361,72523,6797277080,18429500000
51000,Virginia,2019,Information,4736,72838,7486472715,19607400000
51000,Virginia,2019,Manufacturing,6873,253673,15777034404,45716500000
51000,Virginia,2016,Information,4231,72692,6739988779,19261900000
51000,Virginia,2016,Leisure and Hospitality,20243,414354,8199653786,16181700000
51000,Virginia,2018,Manufacturing,6759,249936,15195364670,44847000000
51000,Virginia,2017,Natural Resources and Mining,2061,19558,867803020,3008300000
51000,Virginia,2018,Natural Resources and Mining,2101,19281,907056562,3202200000
51000,Virginia,2016,Construction,21468,197386,10538693592,19514700000
51000,Virginia,2018,Education and Health Services,44650,859399,42058698601,39321200000
51000,Virginia,2018,Information,4518,72086,6916134720,18025600000
51000,Virginia,2017,Leisure and Hospitality,20622,419955,8559090479,16911200000
51000,Virginia,2020,Manufacturing,7032,243850,15811244992,44199500000
51000,Virginia,2019,Other Services,29922,142710,6445463050,13985600000
51000,Virginia,2016,Trade Transportation and Utilities,44506,690524,29027364567,66615400000
10000,Delaware,2016,Natural Resources and Mining,174,1433,56777602,460500000
10000,Delaware,2016,Professional and Business Services,8728,61534,4520973095,7586500000
10000,Delaware,2019,Public Administration,230,13871,843357758,7881500000
10000,Delaware,2018,Information,434,4065,267413806,983200000
10000,Delaware,2020,Information,550,3622,285988620,1054300000
10000,Delaware,2020,Leisure and Hospitality,2706,41183,915599558,1885700000
10000,Delaware,2017,Trade Transportation and Utilities,6754,81773,3287184854,6858000000
10000,Delaware,2016,Education and Health Services,4507,107767,5747837530,5603600000
10000,Delaware,2018,Education and Health Services,5318,111542,6198375597,6000900000
10000,Delaware,2016,Leisure and Hospitality,2552,49530,977688652,1874600000
10000,Delaware,2018,Leisure and Hospitality,2645,51790,1057350832,2082100000
10000,Delaware,2020,Natural Resources and Mining,186,1317,57016371,440400000
10000,Delaware,2017,Professional and Business Services,8653,62237,5007081593,8298100000
10000,Delaware,2020,All Industries Total,35242,426660,26649926029,75786500000
10000,Delaware,2017,Financial Activities,2808,47957,4425094485,32611000000
10000,Delaware,2017,Information,410,4560,294966610,1258100000
10000,Delaware,2017,Manufacturing,688,25928,1618384269,4213400000
10000,Delaware,2019,Manufacturing,663,27298,1806919537,4856200000
10000,Delaware,2016,Other Services,2017,11749,391872146,967700000
10000,Delaware,2016,Public Administration,232,13963,769150908,6744000000
10000,Delaware,2018,Public Administration,228,13674,812347697,7581800000
36000,New York,2020,All Industries Total,651912,8585181,713621279260,1724759000000
36000,New York,2017,Leisure and Hospitality,66305,964508,31408410534,69716000000
36000,New York,2016,Manufacturing,17052,447496,28778574813,69844700000
36000,New York,2017,Manufacturing,17321,444186,29271797238,70870700000
36000,New York,2019,Natural Resources and Mining,3053,31787,1366573348,3946400000
36000,New York,2020,Natural Resources and Mining,3335,31214,1385422404,3589300000
36000,New York,2019,Other Services,72447,372837,16200525386,33801800000
36000,New York,2020,Other Services,70951,307173,15053610988,23821500000
36000,New York,2018,Professional and Business Services,112664,1351296,128084708340,218946000000
36000,New York,2019,Professional and Business Services,113083,1380656,137146000000,231999000000
36000,New York,2016,All Industries Total,632560,9154024,621920269628,1541524000000
36000,New York,2018,All Industries Total,638890,9432830,687657576168,1705010000000
36000,New York,2019,Financial Activities,63644,732178,138781000000,584377000000
36000,New York,2018,Leisure and Hospitality,66418,969198,32875034548,79441000000
36000,New York,2020,Leisure and Hospitality,65089,641867,23792371336,53450500000
36000,New York,2016,Professional and Business Services,108903,1298504,115719691518,196530900000
36000,New York,2017,All Industries Total,637802,9276868,655705000000,1600000000000
36000,New York,2020,Construction,50931,361821,28293967367,51928300000
36000,New York,2017,Information,12593,276506,32395549568,130073000000
36000,New York,2020,Manufacturing,16292,399337,29192844361,69768200000
36000,New York,2016,Natural Resources and Mining,2970,30257,1153994559,3223600000
36000,New York,2018,Public Administration,7393,537901,40097606333,178797400000
36000,New York,2017,Construction,50068,386615,27607561836,48224000000
34000,New Jersey,2016,Manufacturing,8890,240710,18916037027,48249600000
34000,New Jersey,2017,Public Administration,1954,202583,14132628007,62637700000
34000,New Jersey,2016,All Industries Total,262799,3953972,248217759713,581270700000
34000,New Jersey,2016,Construction,22026,155307,10666958324,21792500000
34000,New Jersey,2018,Financial Activities,19995,243786,28009905610,134930100000
34000,New Jersey,2017,Education and Health Services,35609,962221,54096603411,54616700000
34000,New Jersey,2018,Education and Health Services,39523,973736,56048915109,57307500000
34000,New Jersey,2020,Information,4056,69795,8933878330,28385000000
34000,New Jersey,2020,Leisure and Hospitality,24706,283986,8167722697,17682400000
34000,New Jersey,2018,Natural Resources and Mining,1003,12165,486373128,1106900000
34000,New Jersey,2020,Other Services,24347,114625,4727105843,8581200000
34000,New Jersey,2019,Public Administration,1957,204409,14895807430,66354100000
34000,New Jersey,2020,Public Administration,1974,198444,15111803194,10916900000
34000,New Jersey,2018,All Industries Total,268606,4043516,265769693803,612979300000
34000,New Jersey,2018,Construction,22501,160071,11620295646,23485700000
34000,New Jersey,2020,Construction,22792,154378,11993179174,21588300000
34000,New Jersey,2017,Leisure and Hospitality,23628,375545,9370186956,19802800000
34000,New Jersey,2019,Leisure and Hospitality,24650,394243,10423300004,21618300000
34000,New Jersey,2016,Other Services,26500,136758,4654163513,11233500000
34000,New Jersey,2018,Other Services,24147,136380,4985654344,12205900000
34000,New Jersey,2016,Trade Transportation and Utilities,55640,894203,47144308248,110909500000
34000,New Jersey,2017,All Industries Total,265160,4006800,256602000000,599315000000
34000,New Jersey,2017,Construction,21761,157867,11211085610,22304400000
34000,New Jersey,2020,Financial Activities,20502,236461,30187525240,142771500000
34000,New Jersey,2018,Leisure and Hospitality,24257,388419,10258615797,21321700000
34000,New Jersey,2017,Manufacturing,8962,242476,19110173115,48867500000
34000,New Jersey,2016,Natural Resources and Mining,1028,12889,462513065,1268100000
34000,New Jersey,2018,Professional and Business Services,51965,674666,61182189538,100101800000
34000,New Jersey,2017,Trade Transportation and Utilities,54778,910452,48342342135,114127000000
34000,New Jersey,2016,Financial Activities,19667,236574,25486500969,135789700000
34000,New Jersey,2017,Financial Activities,19659,241783,27009980853,139897000000
34000,New Jersey,2016,Education and Health Services,34172,949821,52501186827,52969000000
34000,New Jersey,2019,Education and Health Services,42904,987236,58358211845,60547800000
34000,New Jersey,2020,Education and Health Services,45778,920102,58873979418,56870000000
34000,New Jersey,2018,Information,3814,71637,8038824349,26404800000
34000,New Jersey,2019,Information,3816,69695,8007479719,27315700000
34000,New Jersey,2019,Natural Resources and Mining,998,12407,517776112,1328600000
34000,New Jersey,2020,Natural Resources and Mining,999,11868,529707312,1447500000
34000,New Jersey,2019,Other Services,24510,138823,5193073055,12897800000
34000,New Jersey,2018,Public Administration,1945,203299,14592016895,64539800000
48000,Texas,2016,Construction,48105,730108,44670962705,85403900000
48000,Texas,2018,Financial Activities,73911,761352,63377895199,289590100000
48000,Texas,2019,Financial Activities,76396,782497,67760160901,301277000000
48000,Texas,2019,Manufacturing,25581,908802,72473041489,241005000000
48000,Texas,2020,Manufacturing,26261,870754,70693370845,211512800000
48000,Texas,2018,Natural Resources and Mining,19763,304275,33302703204,164767800000
48000,Texas,2019,Natural Resources and Mining,19973,307800,35371776482,154621000000
48000,Texas,2020,Public Administration,9103,473097,32027077801,34655600000
48000,Texas,2016,All Industries Total,658759,11805698,641439466502,1564395000000
48000,Texas,2020,All Industries Total,737064,12070211,758879179884,1775587000000
48000,Texas,2019,Construction,53925,806887,54012440674,96410100000
48000,Texas,2018,Leisure and Hospitality,63198,1379826,30319389638,61951500000
48000,Texas,2018,Other Services,56782,336148,13267914277,35607600000
48000,Texas,2016,Public Administration,8954,449459,27136770145,175721300000
48000,Texas,2017,Construction,49989,740357,46431972946,87514200000
48000,Texas,2016,Financial Activities,68785,723586,55672118430,249488000000
48000,Texas,2017,Financial Activities,71514,745499,59743138407,260359000000
48000,Texas,2016,Manufacturing,23783,848154,62023259845,197313700000
48000,Texas,2017,Manufacturing,24280,854351,64765914457,212468000000
48000,Texas,2018,Manufacturing,24763,882330,68501029368,238565400000
48000,Texas,2020,Natural Resources and Mining,19700,249859,29254857791,82109500000
48000,Texas,2020,Other Services,58120,312260,13768874726,36569200000
48000,Texas,2017,All Industries Total,677346,12014802,670361000000,1650000000000
48000,Texas,2019,All Industries Total,714982,12590406,752828000000,1843800000000
48000,Texas,2017,Leisure and Hospitality,61184,1343276,28670173765,60344800000
48000,Texas,2017,Other Services,56242,330058,12504197238,33893300000
48000,Texas,2019,Other Services,57688,345303,14209501931,37283500000
48000,Texas,2016,Education and Health Services,87054,2775026,128211919028,112815000000
48000,Texas,2018,Education and Health Services,93189,2865555,138428485535,121234500000
48000,Texas,2018,Information,10107,211141,18025414548,67528800000
48000,Texas,2020,Information,12102,205675,20706728304,70277500000
48000,Texas,2020,Leisure and Hospitality,67209,1201265,27825726717,56773100000
48000,Texas,2016,Professional and Business Services,126046,1639644,113242562681,184226100000
48000,Texas,2018,All Industries Total,695268,12302358,710420105638,1795635000000
48000,Texas,2020,Financial Activities,79162,783352,72340681346,347212100000
48000,Texas,2016,Leisure and Hospitality,59031,1313497,27278221311,58300200000
48000,Texas,2017,Natural Resources and Mining,19582,281110,30195502559,126651000000
48000,Texas,2016,Other Services,56027,326812,11947878361,32874500000
48000,Texas,2019,Professional and Business Services,140686,1809458,139362000000,220547000000
48000,Texas,2018,Public Administration,8881,456621,29078008747,187658900000
48000,Texas,2017,Trade Transportation and Utilities,148516,2536816,128530000000,317594000000
48000,Texas,2017,Education and Health Services,90346,2827176,133580000000,117016000000
48000,Texas,2019,Education and Health Services,96855,2924684,145467000000,127248000000
48000,Texas,2017,Information,9799,209094,17303741422,62531800000
48000,Texas,2019,Information,10906,216019,19237817416,64384500000
48000,Texas,2019,Leisure and Hospitality,65492,1419856,32472585427,63501600000
48000,Texas,2017,Professional and Business Services,129950,1680908,119933000000,194809000000
48000,Texas,2016,Trade Transportation and Utilities,147417,2503134,123291296155,307393900000
48000,Texas,2018,Construction,52084,771447,50085154812,90778300000
48000,Texas,2020,Construction,55689,770072,52608477364,89986600000
48000,Texas,2020,Education and Health Services,101342,2867771,150570232189,121450900000
48000,Texas,2016,Information,9493,209177,16679217440,60073600000
48000,Texas,2016,Natural Resources and Mining,20046,279750,30976373678,100785800000
36000,New York,2019,Construction,50435,405650,30655126786,53738600000
36000,New York,2020,Education and Health Services,73689,2563596,160551974822,158595000000
36000,New York,2016,Information,12019,272550,32124008318,128947100000
36000,New York,2016,Other Services,73379,366527,14280121697,30003200000
36000,New York,2017,Public Administration,5967,488659,32465270731,162721000000
36000,New York,2019,Public Administration,7536,539190,40882231638,185077000000
36000,New York,2016,Construction,48181,374282,26291032256,46855100000
36000,New York,2017,Financial Activities,65518,727091,135597000000,526368000000
36000,New York,2017,Education and Health Services,73294,2550327,139475000000,148434000000
36000,New York,2019,Education and Health Services,72990,2702486,157807000000,166776000000
36000,New York,2019,Information,13013,284580,37946404164,147166000000
36000,New York,2016,Trade Transportation and Utilities,124653,1671589,84034266446,194206900000
36000,New York,2016,Financial Activities,64258,720306,124007826718,506695100000
36000,New York,2018,Financial Activities,64650,726083,134275104331,566988400000
36000,New York,2016,Education and Health Services,71248,2489667,131562454420,142199400000
36000,New York,2018,Education and Health Services,73176,2630128,149782426331,157941100000
36000,New York,2018,Information,12868,282750,36010525071,139004500000
36000,New York,2020,Information,14583,274343,41556751122,154603000000
36000,New York,2017,Trade Transportation and Utilities,128569,1679688,87013061380,199464000000
36000,New York,2018,Construction,50284,399629,29271962458,51672400000
36000,New York,2020,Financial Activities,64282,711249,145687568398,604247700000
36000,New York,2019,Leisure and Hospitality,65999,969935,34808795627,82761100000
36000,New York,2017,Other Services,74553,371473,15032634621,30903800000
36000,New York,2017,Professional and Business Services,111838,1329027,122610000000,208253000000
36000,New York,2016,Public Administration,5649,484258,31538327618,157840200000
36000,New York,2019,All Industries Total,643214,9542900,719201000000,1772260000000
36000,New York,2016,Leisure and Hospitality,61495,935660,29433104885,65178200000
36000,New York,2018,Manufacturing,16911,441593,29857996624,70973400000
36000,New York,2019,Manufacturing,16458,437041,30223307340,71055600000
36000,New York,2017,Natural Resources and Mining,3023,30834,1217521077,3429400000
36000,New York,2018,Natural Resources and Mining,3062,31787,1310587988,3494300000
36000,New York,2018,Other Services,73292,371926,15607457834,32434100000
36000,New York,2020,Professional and Business Services,117541,1253499,136692687139,224086800000
36000,New York,2020,Public Administration,7587,528763,41421316666,29686300000
45000,South Carolina,2016,Education and Health Services,12676,429850,19605577135,15587200000
45000,South Carolina,2017,Education and Health Services,13047,435450,20375557827,16158900000
45000,South Carolina,2019,Information,2965,29024,1848517918,7602600000
45000,South Carolina,2020,Information,3300,26886,1898497556,7462500000
45000,South Carolina,2018,Leisure and Hospitality,12902,267038,4823472299,11446300000
45000,South Carolina,2019,Leisure and Hospitality,13462,273824,5169829984,12148400000
45000,South Carolina,2017,All Industries Total,129037,2035342,89914574322,221897000000
45000,South Carolina,2019,All Industries Total,140544,2129271,98761752423,247544000000
45000,South Carolina,2016,Natural Resources and Mining,1186,12234,472052711,1406900000
45000,South Carolina,2016,Other Services,11355,51447,1642458849,5001200000
45000,South Carolina,2018,Other Services,11344,53663,1770564649,5486900000
45000,South Carolina,2018,Professional and Business Services,27050,295388,14896125602,25475300000
45000,South Carolina,2020,Professional and Business Services,30848,283673,16150855605,26094200000
45000,South Carolina,2020,Public Administration,1818,117424,5788635518,5475500000
45000,South Carolina,2017,Trade Transportation and Utilities,30306,410515,16250241461,38104500000
45000,South Carolina,2016,All Industries Total,124929,1996298,85603775160,212674600000
45000,South Carolina,2018,All Industries Total,132343,2091684,93559119095,235286900000
45000,South Carolina,2020,All Industries Total,145770,2028040,100497483432,244881700000
45000,South Carolina,2016,Construction,11134,94513,4741592395,10392800000
45000,South Carolina,2019,Financial Activities,14236,102631,6599012642,42021300000
45000,South Carolina,2017,Leisure and Hospitality,12398,257229,4620450640,10339100000
45000,South Carolina,2016,Manufacturing,5618,238103,13734204257,35090700000
45000,South Carolina,2019,Natural Resources and Mining,1345,12552,551698736,1580500000
45000,South Carolina,2017,Public Administration,1849,114483,5173147704,34530600000
45000,South Carolina,2020,Construction,13348,103647,6001832405,12433800000
45000,South Carolina,2017,Natural Resources and Mining,1230,12432,503751890,1484000000
45000,South Carolina,2017,Other Services,11505,51810,1702039189,5147800000
45000,South Carolina,2017,Professional and Business Services,25955,282600,13999934783,23950200000
45000,South Carolina,2019,Professional and Business Services,29385,300313,15770930065,26761800000
45000,South Carolina,2019,Public Administration,1795,116842,5561116241,37718800000
45000,South Carolina,2017,Construction,11635,100817,5397923663,11484500000
45000,South Carolina,2019,Construction,12956,107028,5911145115,13100200000
45000,South Carolina,2019,Education and Health Services,14232,451626,22159579141,17772400000
45000,South Carolina,2016,Leisure and Hospitality,12096,250334,4388343767,10172800000
45000,South Carolina,2018,Natural Resources and Mining,1286,12662,513271984,1612400000
45000,South Carolina,2020,Natural Resources and Mining,1375,12442,559782247,1553400000
45000,South Carolina,2016,Public Administration,1845,113326,4965229815,33689400000
45000,South Carolina,2018,Public Administration,1747,115447,5335611039,35939000000
45000,South Carolina,2018,Financial Activities,13207,101671,6258120201,39904800000
45000,South Carolina,2020,Financial Activities,15117,102451,7292703645,48441600000
45000,South Carolina,2017,Manufacturing,5908,240457,14169376267,36473800000
45000,South Carolina,2019,Manufacturing,6416,258254,15714875798,40264800000
45000,South Carolina,2019,Other Services,12157,54939,1889616434,5815900000
45000,South Carolina,2016,Trade Transportation and Utilities,29937,406988,15671458198,37055700000
45000,South Carolina,2016,Financial Activities,12181,98248,5640260898,36342000000
45000,South Carolina,2018,Education and Health Services,13434,443558,21034683888,17182500000
45000,South Carolina,2017,Information,2510,29474,1751905968,6404900000
45000,South Carolina,2018,Information,2629,30155,1809836091,7261500000
45000,South Carolina,2020,Leisure and Hospitality,13738,229804,4541804270,10308700000
45000,South Carolina,2018,Construction,12124,104324,5491006763,12398700000
45000,South Carolina,2017,Financial Activities,12695,99664,5950796495,37818300000
45000,South Carolina,2020,Education and Health Services,17088,441276,22801541319,17226800000
45000,South Carolina,2016,Information,2344,29071,1637726441,5779600000
45000,South Carolina,2018,Manufacturing,6089,249720,14863803453,38437700000
12000,Florida,2019,Leisure and Hospitality,58760,1274613,34204760741,67370000000
12000,Florida,2019,Manufacturing,20799,383956,24525932223,58881300000
12000,Florida,2017,Professional and Business Services,157065,1326290,77885984483,127012000000
12000,Florida,2019,Professional and Business Services,170493,1394818,88992232245,144740000000
12000,Florida,2019,Public Administration,4158,459576,27573157079,119321000000
12000,Florida,2017,Construction,67426,507712,25022443329,49728500000
12000,Florida,2016,Financial Activities,70644,546313,38039082129,212795300000
12000,Florida,2020,Financial Activities,81049,588813,49580279375,288044300000
12000,Florida,2019,Education and Health Services,77006,1856903,96473947822,104423000000
12000,Florida,2017,Manufacturing,20513,363137,21566256664,51673100000
12000,Florida,2020,Natural Resources and Mining,5462,71113,2682056524,7617600000
12000,Florida,2019,Other Services,56785,282542,10742225980,29302900000
12000,Florida,2016,Professional and Business Services,151850,1288121,73433239978,119509400000
12000,Florida,2016,Education and Health Services,70309,1748537,84648918936,91113600000
12000,Florida,2016,Information,10769,137979,10627134839,41507000000
12000,Florida,2018,Information,11229,140017,11331258971,41180200000
12000,Florida,2018,Leisure and Hospitality,56753,1243448,32398688533,63837500000
12000,Florida,2020,Leisure and Hospitality,59809,1021743,28493515083,61643100000
12000,Florida,2020,Manufacturing,21275,376070,25105749078,56985700000
12000,Florida,2018,Professional and Business Services,161983,1368798,83473805365,136308700000
12000,Florida,2020,Professional and Business Services,179995,1362106,93006072958,144018700000
12000,Florida,2018,Public Administration,4143,452106,26631978557,115218000000
12000,Florida,2020,Public Administration,3994,463895,29126430543,26561600000
22000,Louisiana,2017,Education and Health Services,15597,468296,19884266356,21253700000
22000,Louisiana,2017,Information,1726,26230,1358528488,4888700000
22000,Louisiana,2019,Information,1884,25776,1462846563,5156500000
22000,Louisiana,2016,Leisure and Hospitality,11676,240390,4900295031,11111800000
22000,Louisiana,2018,Leisure and Hospitality,12602,244670,5246358148,11179700000
22000,Louisiana,2018,Manufacturing,4429,135523,10283994457,52703100000
22000,Louisiana,2020,Manufacturing,4502,131446,10277179213,39915300000
22000,Louisiana,2020,Natural Resources and Mining,3144,37751,3273993784,6620700000
22000,Louisiana,2017,Construction,11063,151068,9281932805,12755000000
22000,Louisiana,2020,Financial Activities,14361,82335,5693950100,42041100000
22000,Louisiana,2019,Education and Health Services,16715,476947,21440417465,22296200000
22000,Louisiana,2018,Natural Resources and Mining,3091,43598,3674349229,13352400000
22000,Louisiana,2018,Public Administration,3355,95997,5002936955,28786800000
22000,Louisiana,2017,Trade Transportation and Utilities,31259,393324,16235247941,43032000000
22000,Louisiana,2016,Financial Activities,13656,87957,5085361253,34801100000
22000,Louisiana,2016,Education and Health Services,14914,463757,19416461244,20844200000
22000,Louisiana,2018,Education and Health Services,16071,471175,20557750619,21409600000
22000,Louisiana,2016,Information,1670,26962,1343808245,4916000000
22000,Louisiana,2018,Information,1793,26096,1424958311,4938500000
22000,Louisiana,2017,Leisure and Hospitality,12200,241745,5026831376,11311900000
22000,Louisiana,2019,Leisure and Hospitality,13095,245548,5389117430,11486800000
22000,Louisiana,2019,Manufacturing,4454,137744,10689323494,51400300000
22000,Louisiana,2019,Natural Resources and Mining,3134,44052,3868651960,12593500000
22000,Louisiana,2016,Construction,10801,143870,8540161044,12178400000
22000,Louisiana,2018,Construction,11081,156009,9915319748,13736300000
22000,Louisiana,2020,Education and Health Services,17450,460485,22136797490,21560900000
22000,Louisiana,2017,Natural Resources and Mining,3084,42251,3385487507,11336500000
22000,Louisiana,2020,Other Services,9530,42239,1741511018,4898100000
22000,Louisiana,2017,Public Administration,3359,96165,4837106317,27610300000
22000,Louisiana,2017,Financial Activities,13762,87098,5185806558,35534300000
22000,Louisiana,2019,Financial Activities,13987,86046,5452306139,38958700000
