geoid,geoName,year,sector,establishments,employment,wages,gdp
23000,Maine,2017,Financial Activities,2397,20456,1454145947,9795663365
23000,Maine,2016,Public Administration,498,10507,509099639,3420448946
23000,Maine,2017,All Industries Total,30935,343179,15815003806,37550307121
23000,Maine,2019,All Industries Total,30869,351499,17368893232,41411010748
23000,Maine,2019,Construction,3468,18150,945540307,1510715016
23000,Maine,2016,Education and Health Services,3390,84857,3789446249,4218419760
23000,Maine,2016,Information,538,4798,242695814,765841057.7
23000,Maine,2018,Information,575,4876,266123670,819642453.3
23000,Maine,2017,Trade Transportation and Utilities,6368,68096,2523788697,6226588905
23000,Maine,2018,All Industries Total,30342,347174,16512114235,39413999268
23000,Maine,2017,Education and Health Services,3762,86259,3942260542,4393048554
23000,Maine,2017,Information,563,4733,246370462,767360694.8
23000,Maine,2020,Leisure and Hospitality,3497,33280,903027213,2108504595
23000,Maine,2016,Financial Activities,2339,20255,1356035357,9483103421
23000,Maine,2019,Financial Activities,2429,21305,1600270944,10882478595
23000,Maine,2020,Financial Activities,2466,21179,1732680482,13102789330
23000,Maine,2018,Education and Health Services,3479,85014,4017417944,4594139290
23000,Maine,2019,Education and Health Services,3525,86236,4238098756,4856901394
23000,Maine,2019,Other Services,2380,11338,406589400,1004322452
23000,Maine,2020,Other Services,2413,9970,402114110,1108835915
23000,Maine,2018,Financial Activities,2398,20734,1521538281,10349405059
23000,Maine,2020,Education and Health Services,3608,83298,4464223886,4849409441
23000,Maine,2016,Leisure and Hospitality,3389,43031,943657630,2155974130
23000,Maine,2016,Manufacturing,1129,29015,1724893755,3564825011
23000,Maine,2018,Natural Resources and Mining,771,2711,120382712,362189239.6
23000,Maine,2019,Natural Resources and Mining,835,2892,123680496,371982957.8
23000,Maine,2018,Other Services,2421,11387,392544408,948966429
23000,Maine,2020,Professional and Business Services,6902,41612,3009891770,5347103456
23000,Maine,2020,Manufacturing,1162,31002,2172016739,4354229171
23000,Maine,2017,Other Services,2516,11085,371791422,891747909.7
23000,Maine,2017,Public Administration,491,10493,525508190,3535624460
23000,Maine,2019,Public Administration,497,10470,565752130,3700517936
23000,Maine,2019,Manufacturing,1159,31862,2044349567,4153248983
23000,Maine,2017,Professional and Business Services,6106,40008,2457279874,4551433755
23000,Maine,2020,Public Administration,492,10600,600844527,577064924.4
23000,Maine,2020,All Industries Total,31697,326800,17907738054,42305120578
23000,Maine,2020,Information,607,4122,265275775,808324645
23000,Maine,2016,Trade Transportation and Utilities,6452,68046,2453562525,6054126196
23000,Maine,2018,Trade, Transportation, and Utilitie,6188,67333
23000,Maine,2017,Leisure and Hospitality,3426,44245,1009990788,2289201001
23000,Maine,2019,Leisure and Hospitality,3460,45630,1135704916,2657699345
23000,Maine,2016,Professional and Business Services,5920,39027,2375132755,4320290268
23000,Maine,2018,Professional and Business Services,6105,41967,2653743671,4966469349
23000,Maine,2019,Trade, Transportation, and Utilitie,6132,66922
23000,Maine,2016,All Industries Total,30373,338157,15123424319,36034629750
23000,Maine,2020,Construction,3543,18268,1019186315,1438057123
23000,Maine,2019,Information,577,4774,271793480,862757943.8
28000,Mississippi,2018,Information,100,1386,62259425,296231029.8
28000,Mississippi,2020,Information,98,1246,65733027,313907744.5
28000,Mississippi,2020,Leisure and Hospitality,1037,27087,610902215,1346965438
28000,Mississippi,2019,Manufacturing,230,17674,1287429883,3287234346
28000,Mississippi,2020,Financial Activities,940,4889,241969717,2059405568
28000,Mississippi,2017,Information,95,1533,69769184,317085249.8
28000,Mississippi,2017,Manufacturing,236,18382,1288725346,3238454300
28000,Mississippi,2018,Other Services,559,2925,93624754,363688277.7
28000,Mississippi,2020,Other Services,566,2662,94915430,389483652
28000,Mississippi,2017,All Industries Total,7820,147073,6240478647,16372150626
28000,Mississippi,2016,Manufacturing,238,15696,1112685996,2777449725
28000,Mississippi,2017,Other Services,565,2792,87739292,338208309.1
28000,Mississippi,2016,Professional and Business Services,1252,13657,651706649,1255387235
28000,Mississippi,2017,Professional and Business Services,1257,13763,667653992,1302564614
28000,Mississippi,2019,Public Administration,111,10834,609070814,5007923169
28000,Mississippi,2020,Public Administration,109,10954,643491171,655432847.1
28000,Mississippi,2019,Trade, Transportation, and Utilitie,1909,25195
28000,Mississippi,2019,All Industries Total,7899,148533,6536084406,17156856708
28000,Mississippi,2020,All Industries Total,7948,142547,6625793553,16786749029
28000,Mississippi,2019,Construction,671,6961,366813357,816671299.3
28000,Mississippi,2016,Leisure and Hospitality,962,30604,660544817,1425297424
28000,Mississippi,2018,Leisure and Hospitality,1009,31313,694376518,1492428049
28000,Mississippi,2017,Natural Resources and Mining,19,80,3629234,14738753.38
28000,Mississippi,2019,Natural Resources and Mining,24,244,19436276,79670292.22
28000,Mississippi,2019,Professional and Business Services,1304,14200,707625415,1351401174
28000,Mississippi,2016,Trade Transportation and Utilities,1891,25306,862785848,2427870469
28000,Mississippi,2018,Trade, Transportation, and Utilitie,1922,25210
28000,Mississippi,2016,Construction,673,7383,361510036,797544760.3
34000,New Jersey,2019,All Industries Total,196805,3115043,2.01194E+11,4.87971E+11
34000,New Jersey,2017,Education and Health Services,27612,742639,41115033157,42492779711
34000,New Jersey,2019,Education and Health Services,33481,761994,44333460257,47188969645
34000,New Jersey,2019,Leisure and Hospitality,19461,322477,8396500493,17768961372
34000,New Jersey,2020,Other Services,18567,87014,3535696612,6699985890
34000,New Jersey,2020,Trade, Transportation, and Utilitie,40500,684095
34000,New Jersey,2016,Information,2335,57640,6109496544,22744027426
34000,New Jersey,2018,Leisure and Hospitality,19169,316787,7953323827,16960563162
34000,New Jersey,2017,Manufacturing,6307,188088,14448361429,37466998380
34000,New Jersey,2018,Manufacturing,6345,189915,14904040973,40799839419
34000,New Jersey,2016,Natural Resources and Mining,741,10034,340239540,995303014.8
34000,New Jersey,2016,Other Services,20470,104751,3528350861,8819841731
34000,New Jersey,2018,Professional and Business Services,33654,464554,40230981119,71865319089
34000,New Jersey,2019,Professional and Business Services,33810,466932,42036664812,75539595441
34000,New Jersey,2017,Trade Transportation and Utilities,40155,721803,36932217693,93837898090
34000,New Jersey,2018,Trade, Transportation, and Utilitie,40342,727473
34000,New Jersey,2020,Construction,16465,116460,8965424088,17127668155
34000,New Jersey,2016,Financial Activities,14663,178865,19234063678,1.07196E+11
12000,Florida,2017,Professional and Business Services,115660,924660,54995927289,99542952298
12000,Florida,2019,Professional and Business Services,125805,968595,62330516609,1.13036E+11
12000,Florida,2019,Trade, Transportation, and Utilitie,106046,1374318
12000,Florida,2017,Construction,52196,378916,18433964433,38064766954
12000,Florida,2016,Financial Activities,54980,414004,29267249544,1.75775E+11
12000,Florida,2017,Financial Activities,55836,424059,31241978714,1.83224E+11
12000,Florida,2019,Education and Health Services,60438,1150681,60761952283,83383135895
12000,Florida,2020,Education and Health Services,66594,1116667,62510091840,79484612728
12000,Florida,2019,Information,7516,97428,8491078189,34272334467
12000,Florida,2020,Professional and Business Services,132536,947082,64814654721,1.13143E+11
12000,Florida,2016,Construction,50115,358162,16770245608,35130565977
12000,Florida,2018,Financial Activities,57307,434250,33203902238,2.02839E+11
12000,Florida,2019,Financial Activities,59545,445248,34719866580,2.13032E+11
12000,Florida,2017,Education and Health Services,56899,1098277,55142571296,73800660379
12000,Florida,2018,Education and Health Services,58282,1120078,57646191353,77801745031
12000,Florida,2020,Information,8125,89707,8464557217,33648798893
12000,Florida,2016,All Industries Total,496421,6113711,2.88527E+11,7.2892E+11
12000,Florida,2020,All Industries Total,557693,6170104,3.44318E+11,8.58372E+11
12000,Florida,2019,Construction,57603,420097,21975899131,46056227773
12000,Florida,2017,Information,7152,98437,8076708551,34676237740
12000,Florida,2020,Leisure and Hospitality,46278,723919,19963393129,44367167257
12000,Florida,2019,Manufacturing,14921,285805,18151032668,45061114501
12000,Florida,2018,Professional and Business Services,119170,946441,58547398856,1.06411E+11
12000,Florida,2017,Public Administration,2685,317069,19241847925,85140585260
12000,Florida,2020,Trade, Transportation, and Utilitie,107655,1319619
22000,Louisiana,2020,All Industries Total,68726,864101,47234384812,1.23007E+11
22000,Louisiana,2019,Construction,5671,75501,4930502280,7239642801
22000,Louisiana,2017,Information,853,9557,519233712,2128547794
22000,Louisiana,2018,Leisure and Hospitality,7101,136303,3296795204,7320818719
22000,Louisiana,2017,Manufacturing,2325,69648,5565057402,25306895050
22000,Louisiana,2020,Natural Resources and Mining,986,17402,1810657474,3766943121
22000,Louisiana,2016,All Industries Total,62833,938132,45038795813,1.19682E+11
22000,Louisiana,2016,Construction,5421,71301,4311158062,6352827658
22000,Louisiana,2018,Financial Activities,6740,42547,2839261554,20196678186
22000,Louisiana,2019,Financial Activities,6815,43054,2882972351,21191081876
22000,Louisiana,2018,Education and Health Services,7552,172539,8107992549,10181501413
22000,Louisiana,2020,Information,1045,7920,514820347,2575472353
22000,Louisiana,2016,Public Administration,1363,39457,2043259999,12108424692
22000,Louisiana,2017,Public Administration,1364,39469,2084825414,12495994355
22000,Louisiana,2017,Construction,5591,76130,4758469712,6888466538
22000,Louisiana,2018,Construction,5600,79212,5109257812,7465322610
22000,Louisiana,2016,Financial Activities,6595,44146,2736450261,19139819286
22000,Louisiana,2017,Financial Activities,6637,43176,2751398765,19334456071
22000,Louisiana,2019,Education and Health Services,7928,177926,8599696673,10712318377
22000,Louisiana,2020,Education and Health Services,8322,179990,9300493972,10589336206
22000,Louisiana,2019,Information,958,10094,596643066,2388124170
22000,Louisiana,2019,Leisure and Hospitality,7408,137854,3432463170,7608775213
22000,Louisiana,2020,Leisure and Hospitality,7700,104904,2689174697,5935241123
22000,Louisiana,2017,All Industries Total,64212,938620,45885094483,1.25463E+11
51000,Virginia,2016,Professional and Business Services,34054,494899,44083894250,73429672771
51000,Virginia,2018,Professional and Business Services,33446,515800,48570923771,82643470382
51000,Virginia,2019,Trade, Transportation, and Utilitie,21694,398235
51000,Virginia,2016,All Industries Total,140336,2258268,1.34599E+11,3.32925E+11
51000,Virginia,2017,Construction,11528,109155,6386269478,12818401807
51000,Virginia,2019,Construction,11496,113393,7107257648,14300330896
51000,Virginia,2019,Information,2222,44723,4875428076,14070303925
51000,Virginia,2017,Natural Resources and Mining,499,4649,181022867,644054105.8
51000,Virginia,2017,Public Administration,1451,165781,14813275195,75275515933
51000,Virginia,2019,Public Administration,1476,167893,15676733815,79168530422
51000,Virginia,2018,Construction,11598,109437,6557233766,13482383606
51000,Virginia,2020,Education and Health Services,24325,328626,18621625711,22664829509
51000,Virginia,2020,Information,2234,43671,5190027010,15745318526
51000,Virginia,2017,Professional and Business Services,33331,504005,46065983828,77383880547
51000,Virginia,2016,Public Administration,1422,166051,14425571527,73325213428
51000,Virginia,2020,Public Administration,1477,170208,16222381809,10266350995
51000,Virginia,2018,Trade, Transportation, and Utilitie,21993,398507
51000,Virginia,2018,All Industries Total,142563,2311760,1.45734E+11,3.59831E+11
51000,Virginia,2020,All Industries Total,142554,2210067,1.55858E+11,3.7186E+11
51000,Virginia,2017,Financial Activities,12487,125627,10739909388,69026408640
51000,Virginia,2017,Education and Health Services,21293,332232,16765887714,21719734667
51000,Virginia,2019,Education and Health Services,24332,347821,18414940077,23619506475
51000,Virginia,2017,Information,2207,44987,4543174847,13221627470
51000,Virginia,2017,Leisure and Hospitality,11913,253602,5233770183,10652159917
51000,Virginia,2019,Leisure and Hospitality,12063,257213,5702217726,11933009994
51000,Virginia,2019,Manufacturing,2784,105795,7038283014,21463207918
51000,Virginia,2016,Trade Transportation and Utilities,22481,399115,17194691084,42427471439
13000,Georgia,2020,Natural Resources and Mining,108,620,29131499,108835194.5
13000,Georgia,2016,Other Services,1165,6805,212241616,622123708.2
13000,Georgia,2020,Professional and Business Services,2416,27481,1217848722,1983001708
13000,Georgia,2016,Public Administration,270,17502,924194250,6512279069
13000,Georgia,2017,All Industries Total,14214,244274,10661322338,27612828267
13000,Georgia,2017,Construction,1107,9528,466835001,1053078131
13000,Georgia,2019,Construction,1171,10084,529149713,1248298489
13000,Georgia,2019,Financial Activities,1378,8710,521367052,3529529165
13000,Georgia,2017,Education and Health Services,1649,45823,2228133017,2227538113
13000,Georgia,2019,Education and Health Services,1725,46546,2377644614,2409092829
13000,Georgia,2019,Information,182,3075,122182338,514263443.5
23000,Maine,2018,Leisure and Hospitality,3391,44913,1068576952,2522349416
23000,Maine,2016,Other Services,2682,11274,360856312,860743416.5
23000,Maine,2019,Professional and Business Services,6411,42601,2844136912,5306810357
23000,Maine,2018,Public Administration,489,10489,542661276,3556241458
23000,Maine,2020,Trade, Transportation, and Utilitie,6085,62617
23000,Maine,2020,Natural Resources and Mining,928,2906,110945478,352721853.4
23000,Maine,2017,Natural Resources and Mining,742,2371,104871502,343838465.2
23000,Maine,2016,Natural Resources and Mining,680,2242,88997988,296753380
23000,Maine,2018,Manufacturing,1148,30987,1938036668,4010475353
23000,Maine,2017,Manufacturing,1162,29916,1848729176,3814480590
24000,Maryland,2020,All Industries Total,102112,1748761,1.1525E+11,2.86229E+11
24000,Maryland,2020,Construction,10427,112198,7955395659,17750414742
24000,Maryland,2017,Leisure and Hospitality,10530,205693,4917678570,11803647069
24000,Maryland,2017,Manufacturing,2494,73570,5425534240,15224021622
24000,Maryland,2017,Natural Resources and Mining,450,4401,182863265,899239422.3
24000,Maryland,2019,Natural Resources and Mining,451,3464,154331127,752896897.6
24000,Maryland,2017,Other Services,10052,58363,2264317696,5550614546
24000,Maryland,2019,Other Services,9999,58112,2411596149,6185776939
24000,Maryland,2018,Construction,10451,114460,7570659930,13350591324
24000,Maryland,2017,Education and Health Services,14082,463247,25404982102,26825969319
24000,Maryland,2020,Information,1178,19746,2064150979,9110576765
24000,Maryland,2019,Leisure and Hospitality,10672,206977,5224423315,12361509967
24000,Maryland,2019,Manufacturing,2566,78117,5804886933,16869912446
24000,Maryland,2016,Trade Transportation and Utilities,21202,346733,15351268035,39233054400
24000,Maryland,2017,Construction,10395,109482,7040026532,12473864861
24000,Maryland,2019,Construction,10618,115372,7834409535,13753998202
24000,Maryland,2016,Education and Health Services,13948,455995,24530958280,26027162300
24000,Maryland,2018,Education and Health Services,14435,471347,26349248188,27971897611
24000,Maryland,2020,Leisure and Hospitality,10502,154901,4151726317,10245370581
24000,Maryland,2018,Manufacturing,2545,75672,5510865266,16185249133
24000,Maryland,2020,Manufacturing,2556,76241,6122279068,16881202874
24000,Maryland,2016,Public Administration,804,153880,11921837660,51808956541
24000,Maryland,2017,All Industries Total,101768,1849303,1.05732E+11,2.77095E+11
24000,Maryland,2016,Construction,10334,112868,7127758147,12488794812
24000,Maryland,2019,Financial Activities,9531,88443,8343107494,62401114054
24000,Maryland,2019,Education and Health Services,14781,477424,27273183456,28807103048
24000,Maryland,2018,Information,1188,21851,1766840908,9054284122
24000,Maryland,2020,Natural Resources and Mining,453,3500,167305700,574804350.1
24000,Maryland,2016,Other Services,10070,57802,2174847219,5347094318
24000,Maryland,2019,Professional and Business Services,21829,286975,22449666240,39343249818
24000,Maryland,2016,All Industries Total,101382,1830615,1.01966E+11,2.6691E+11
24000,Maryland,2018,All Industries Total,101856,1867227,1.09162E+11,2.86203E+11
24000,Maryland,2018,Financial Activities,9438,90744,8190190666,60573597498
24000,Maryland,2020,Financial Activities,9636,84947,8999579709,56264072047
24000,Maryland,2017,Information,1233,22418,1744353187,9738447197
24000,Maryland,2019,Information,1199,21291,1921867313,10000079400
24000,Maryland,2020,Professional and Business Services,21679,273725,23059189833,38365495077
24000,Maryland,2017,Trade Transportation and Utilities,21006,347458,15593779344,40130454445
24000,Maryland,2016,Financial Activities,9379,90541,7628955908,55286539454
34000,New Jersey,2018,Information,2344,55018,6287793978,22521536540
34000,New Jersey,2020,Information,2444,53878,6927162337,24464942278
34000,New Jersey,2017,Natural Resources and Mining,737,10622,375416844,1032518778
34000,New Jersey,2019,Natural Resources and Mining,718,10044,398629403,1044425778
34000,New Jersey,2017,Public Administration,1420,137111,9421435722,42030841332
34000,New Jersey,2019,Public Administration,1434,137077,9831903970,44239646408
34000,New Jersey,2017,All Industries Total,189525,3058844,1.88405E+11,4.61518E+11
34000,New Jersey,2017,Construction,15828,109061,7613383067,17280353695
34000,New Jersey,2019,Construction,16410,122859,9066737868,19284044352
34000,New Jersey,2019,Financial Activities,14952,183591,21120845193,1.04822E+11
34000,New Jersey,2020,All Industries Total,199620,2841458,2.01105E+11,4.73811E+11
34000,New Jersey,2018,Education and Health Services,30760,751327,42591853756,44628824334
34000,New Jersey,2017,Information,2269,55471,6058333265,23503341093
34000,New Jersey,2020,Leisure and Hospitality,19477,231864,6543350248,14538565822
34000,New Jersey,2016,Manufacturing,6252,186151,14127436713,36476783450
34000,New Jersey,2018,Natural Resources and Mining,724,9932,382535736,877891470.9
34000,New Jersey,2020,Professional and Business Services,34196,438472,42785166919,73432312134
34000,New Jersey,2020,Public Administration,1445,130398,9838580222,7214955775
34000,New Jersey,2019,Trade, Transportation, and Utilitie,40406,730272
34000,New Jersey,2016,Leisure and Hospitality,18475,299963,7056717736,15142327899
34000,New Jersey,2017,Leisure and Hospitality,18698,304896,7384285538,15941412216
34000,New Jersey,2019,Manufacturing,6368,190894,14946448945,40527257805
34000,New Jersey,2020,Manufacturing,6286,179746,14823891829,41486746013
34000,New Jersey,2017,Other Services,20003,104245,3610520779,8992196888
34000,New Jersey,2018,Other Services,18481,103887,3752251367,9552625516
34000,New Jersey,2016,Professional and Business Services,33859,463790,37981057271,66790999912
34000,New Jersey,2017,Professional and Business Services,33347,461023,38776863753,69013543064
34000,New Jersey,2016,Public Administration,1412,136652,9230122882,41129981435
34000,New Jersey,2016,Trade Transportation and Utilities,40729,704126,35729720009,90508002347
34000,New Jersey,2016,All Industries Total,188288,3018896,1.82469E+11,4.47409E+11
34000,New Jersey,2018,All Industries Total,191429,3090083,1.95381E+11,4.73267E+11
34000,New Jersey,2016,Construction,15976,115766,7866348228,17208331630
34000,New Jersey,2018,Construction,16321,121511,8760061415,18697276327
34000,New Jersey,2018,Financial Activities,14880,184744,21188956581,1.0689E+11
34000,New Jersey,2020,Financial Activities,15162,174819,22045300349,1.10176E+11
34000,New Jersey,2020,Education and Health Services,35637,707693,44592389254,44206637486
34000,New Jersey,2017,Financial Activities,14664,183363,20372849900,1.10482E+11
34000,New Jersey,2016,Education and Health Services,26433,731177,39741223914,41038889922
34000,New Jersey,2019,Information,2337,53466,6214181718,23436639788
34000,New Jersey,2020,Natural Resources and Mining,713,9519,405813278,1123851281
34000,New Jersey,2019,Other Services,18790,106001,3900702936,10069655001
34000,New Jersey,2018,Public Administration,1425,136385,9611171467,42960915842
48000,Texas,2020,All Industries Total,164081,2986671,2.0578E+11,5.01983E+11
48000,Texas,2018,Manufacturing,6280,239089,21970761553,78098738695
48000,Texas,2020,Other Services,15217,81117,3774198352,10371960784
48000,Texas,2019,Professional and Business Services,30001,481052,41850790051,71191376978
48000,Texas,2017,All Industries Total,157385,3057875,1.93134E+11,4.93012E+11
48000,Texas,2019,All Industries Total,161335,3158930,2.11576E+11,5.37972E+11
24000,Maryland,2016,Professional and Business Services,21121,278724,19643936544,33948075474
24000,Maryland,2018,Public Administration,793,154480,12584273736,55403871313
24000,Maryland,2019,Public Administration,805,148231,12772297728,57291160752
24000,Maryland,2018,Trade, Transportation, and Utilitie,20712,347814
24000,Maryland,2017,Financial Activities,9417,92808,8144530640,59846691204
24000,Maryland,2020,Education and Health Services,14782,448369,27531609199,27186097418
24000,Maryland,2017,Professional and Business Services,21326,277786,20171349555,35084703355
24000,Maryland,2018,Professional and Business Services,21392,283716,21243797980,37040693754
24000,Maryland,2017,Public Administration,804,153580,12281097145,53519741259
24000,Maryland,2020,Public Administration,799,155203,13917086556,5839774939
24000,Maryland,2019,Trade, Transportation, and Utilitie,20633,348850
24000,Maryland,2020,Trade, Transportation, and Utilitie,20138,334641
24000,Maryland,2019,All Industries Total,103077,1876263,1.13193E+11,2.97633E+11
24000,Maryland,2016,Information,1230,22492,1708703015,9192683595
24000,Maryland,2016,Leisure and Hospitality,10433,198960,4546604402,10978602657
24000,Maryland,2018,Leisure and Hospitality,10506,206544,5049866205,11866994206
24000,Maryland,2016,Manufacturing,2440,71762,5064860924,14171739010
24000,Maryland,2016,Natural Resources and Mining,443,4513,179383350,791251833.3
24000,Maryland,2018,Natural Resources and Mining,461,4362,184685610,814235490.4
24000,Maryland,2018,Other Services,9942,58576,2350916379,5829647954
24000,Maryland,2020,Other Services,9926,49554,2251878271,4640925385
78000,U.S. Virgin Islands,2019,Education and Health Services,303,6420,292480972,0
78000,U.S. Virgin Islands,2018,Public Administration,100,3342,208204495,0
78000,U.S. Virgin Islands,2020,Public Administration,102,3290,225422153,0
78000,U.S. Virgin Islands,2018,Trade, Transportation, and Utilitie,840,6972
78000,U.S. Virgin Islands,2020,Trade, Transportation, and Utilitie,821,6550
78000,U.S. Virgin Islands,2016,All Industries Total,3397,38160,1519010515,0
78000,U.S. Virgin Islands,2018,Construction,315,2515,214850934,0
78000,U.S. Virgin Islands,2019,Construction,321,3912,352857024,0
78000,U.S. Virgin Islands,2018,Financial Activities,384,1864,103102155,0
78000,U.S. Virgin Islands,2016,Leisure and Hospitality,411,7661,206858125,0
78000,U.S. Virgin Islands,2017,Leisure and Hospitality,423,6933,195445672,0
78000,U.S. Virgin Islands,2016,Manufacturing,76,375,18083082,0
78000,U.S. Virgin Islands,2019,Manufacturing,80,504,38735347,0
78000,U.S. Virgin Islands,2016,Natural Resources and Mining,14,0,0,0
78000,U.S. Virgin Islands,2017,Natural Resources and Mining,17,0,0,0
78000,U.S. Virgin Islands,2019,Other Services,309,1092,73618335,0
78000,U.S. Virgin Islands,2020,Other Services,312,1126,100997566,0
78000,U.S. Virgin Islands,2017,All Industries Total,3413,37451,1539456364,0
78000,U.S. Virgin Islands,2016,Construction,293,1414,58710745,0
78000,U.S. Virgin Islands,2017,Construction,277,1776,116543266,0
78000,U.S. Virgin Islands,2019,Financial Activities,351,1906,109317524,0
78000,U.S. Virgin Islands,2020,Financial Activities,369,955,54444889,0
78000,U.S. Virgin Islands,2016,Information,53,407,23111073,0
78000,U.S. Virgin Islands,2017,Manufacturing,73,357,17618090,0
78000,U.S. Virgin Islands,2018,Manufacturing,76,345,18680711,0
78000,U.S. Virgin Islands,2018,Natural Resources and Mining,13,0,0,0
78000,U.S. Virgin Islands,2019,Natural Resources and Mining,15,0,0,0
78000,U.S. Virgin Islands,2017,Other Services,310,1001,28106394,0
78000,U.S. Virgin Islands,2018,Other Services,305,0,0,0
78000,U.S. Virgin Islands,2020,Professional and Business Services,681,3476,218203838,0
78000,U.S. Virgin Islands,2018,All Industries Total,3464,33879,1610409617,0
78000,U.S. Virgin Islands,2020,All Industries Total,3523,36381,1950589413,0
78000,U.S. Virgin Islands,2017,Financial Activities,373,2093,105389905,0
78000,U.S. Virgin Islands,2018,Information,51,385,20123623,0
78000,U.S. Virgin Islands,2020,Information,46,0,0,0
78000,U.S. Virgin Islands,2020,Manufacturing,76,614,58819945,0
78000,U.S. Virgin Islands,2016,Professional and Business Services,627,3323,160402840,0
78000,U.S. Virgin Islands,2018,Professional and Business Services,630,3497,206481614,0
78000,U.S. Virgin Islands,2017,Trade Transportation and Utilities,849,7753,223770187,0
78000,U.S. Virgin Islands,2020,Construction,329,3381,278855605,0
78000,U.S. Virgin Islands,2016,Financial Activities,366,1194,59503305,0
78000,U.S. Virgin Islands,2016,Education and Health Services,315,6368,285240629,0
78000,U.S. Virgin Islands,2019,Information,50,248,11096304,0
78000,U.S. Virgin Islands,2018,Leisure and Hospitality,439,4171,110900230,0
78000,U.S. Virgin Islands,2017,Professional and Business Services,634,3267,162685727,0
78000,U.S. Virgin Islands,2016,Trade Transportation and Utilities,841,8161,233123225,0
78000,U.S. Virgin Islands,2017,Education and Health Services,311,6806,282236637,0
78000,U.S. Virgin Islands,2019,Leisure and Hospitality,452,5644,153205164,0
78000,U.S. Virgin Islands,2016,Public Administration,102,3441,199357748,0
78000,U.S. Virgin Islands,2019,All Industries Total,3423,38422,2014146659,0
78000,U.S. Virgin Islands,2018,Education and Health Services,312,6174,270511214,0
78000,U.S. Virgin Islands,2017,Information,47,0,0,0
78000,U.S. Virgin Islands,2020,Leisure and Hospitality,466,4902,136005677,0
78000,U.S. Virgin Islands,2020,Natural Resources and Mining,16,458,64270832,0
78000,U.S. Virgin Islands,2016,Other Services,305,0,0,0
78000,U.S. Virgin Islands,2020,Education and Health Services,309,6752,323187151,0
78000,U.S. Virgin Islands,2017,Public Administration,97,3437,202919820,0
78000,U.S. Virgin Islands,2019,Public Administration,100,3320,220108895,0
78000,U.S. Virgin Islands,2019,Trade, Transportation, and Utilitie,795,7197
78000,U.S. Virgin Islands,2019,Professional and Business Services,650,3774,250965713,0
48000,Texas,2017,Construction,10630,230962,16268944865,32202700719
48000,Texas,2019,Construction,11218,250553,18719228932,35246598618
48000,Texas,2016,Leisure and Hospitality,14471,327383,7090003847,15417020646
48000,Texas,2017,Financial Activities,16707,157162,13612327554,62121408381
48000,Texas,2018,Education and Health Services,22372,710812,36458768628,33022148928
48000,Texas,2017,Information,1615,33347,2447277033,9417781537
48000,Texas,2020,Leisure and Hospitality,16079,291117,6988142334,14544711241
48000,Texas,2016,All Industries Total,155257,3049525,1.89731E+11,4.78253E+11
48000,Texas,2018,All Industries Total,158862,3103216,2.01922E+11,5.28846E+11
48000,Texas,2018,Construction,10911,237339,17364135451,33155009356
48000,Texas,2020,Construction,11442,227136,17164217257,30893229014
48000,Texas,2020,Financial Activities,17790,158422,15260053252,77351002504
48000,Texas,2017,Education and Health Services,22090,706921,35540289586,31975626449
48000,Texas,2019,Leisure and Hospitality,15714,344930,8296832623,16526330275
48000,Texas,2018,Natural Resources and Mining,3008,80484,13393537184,68797138686
48000,Texas,2020,Natural Resources and Mining,2889,68794,12825677770,37267831246
48000,Texas,2019,Public Administration,1128,80111,5736640467,40544857002
48000,Texas,2016,Construction,10380,234570,16303409519,32884976878
48000,Texas,2016,Education and Health Services,21540,699185,34588073163,31397510948
48000,Texas,2019,Information,1651,32578,2501684387,9122208577
48000,Texas,2018,Leisure and Hospitality,15284,337672,7783541218,16181805866
48000,Texas,2016,Manufacturing,6292,236397,20538247568,66687395339
48000,Texas,2019,Natural Resources and Mining,2978,81006,14298751888,64668220024
48000,Texas,2017,Professional and Business Services,29219,459834,37460320532,64986348374
48000,Texas,2020,Public Administration,1126,82851,6160580437,7242323422
48000,Texas,2019,Education and Health Services,22883,722427,38345624828,34662751271
48000,Texas,2020,Education and Health Services,23625,714431,39597284410,33026706692
48000,Texas,2016,Natural Resources and Mining,3225,89703,15337268943,52102695881
48000,Texas,2018,Other Services,15263,88313,3728079817,10308314023
48000,Texas,2016,Public Administration,1128,75084,5062887973,36076010738
48000,Texas,2017,Public Administration,1126,78374,5420992599,38106583076
48000,Texas,2016,Trade Transportation and Utilities,35121,637700,35110378421,92507175874
48000,Texas,2019,Trade, Transportation, and Utilitie,35518,645549
48000,Texas,2020,Trade, Transportation, and Utilitie,35830,621342
48000,Texas,2016,Financial Activities,16267,154038,12888998816,60251286198
48000,Texas,2017,Natural Resources and Mining,3044,80055,13053334194,56940994193
48000,Texas,2016,Other Services,15312,86681,3441392898,9764253111
48000,Texas,2017,Other Services,15222,87234,3565426448,9943740149
48000,Texas,2016,Professional and Business Services,29114,453083,35975571392,62334175647
48000,Texas,2018,Public Administration,1123,77143,5446331609,38301527490
48000,Texas,2017,Trade Transportation and Utilities,35141,639452,36480493811,95198938650
48000,Texas,2018,Trade, Transportation, and Utilitie,35196,644221
48000,Texas,2019,Financial Activities,17437,162330,15021454015,70073366600
48000,Texas,2017,Leisure and Hospitality,14902,330647,7348665714,15756011610
48000,Texas,2020,Manufacturing,6533,229159,21091672272,65076907806
